method,seed,task_id,episode,step,x,y,reward,done,z,vx,vy,speed,action_norm,action_torques,latency_ms
1. Dijkstra + Enhanced Sequence Attention,2,4,0,207,19.092055842267353,15.805660033591053,0.0,False,0.4145562636292434,-0.06653855380211102,-0.3854378689181276,0.3911390161288236,0.9102500081062317,"[0.26469966769218445, -0.7010715007781982, -0.03368005156517029, -0.006466329097747803, 0.3007054924964905, -0.36640217900276184, -0.033264532685279846, 0.20007705688476562]",3.3945839386433363
1. Dijkstra + Enhanced Sequence Attention,2,4,0,208,19.022014701811212,15.763048850321836,0.0,False,0.3835122478926995,-0.5423124507112834,-0.24534250230819146,0.5952274671378356,0.41071024537086487,"[-0.098248690366745, -0.10156095027923584, 0.19066168367862701, -0.0007866621017456055, 0.037801168859004974, 0.22262617945671082, -0.23329775035381317, -0.08332940936088562]",3.4806670155376196
1. Dijkstra + Enhanced Sequence Attention,2,4,0,209,18.993965617113304,15.779142591800895,0.0,False,0.40930153908752315,-0.4006242488401379,0.5500166301841621,0.6804543204638105,1.8414275646209717,"[0.10115346312522888, -0.6693735122680664, 0.37993699312210083, 0.8475034832954407, -0.9896636605262756, 0.29849889874458313, -0.6283302307128906, 0.7788540720939636]",4.009417025372386
1. Dijkstra + Enhanced Sequence Attention,2,4,0,210,18.929205530738013,15.847642876097208,0.0,False,0.4988486133511847,-0.9180931591551327,0.8131485060028942,1.2264198064701135,2.0702621936798096,"[0.2737756073474884, -0.9739489555358887, 1.0, 1.0, 0.11421474069356918, 0.30602261424064636, -1.0, 0.39466580748558044]",3.6138329887762666
1. Dijkstra + Enhanced Sequence Attention,2,4,0,211,18.83105168929177,15.924218738324484,0.0,False,0.612606034755576,-0.9260445846299971,0.6705688741478576,1.1433377399956974,2.3279216289520264,"[-1.0, -1.0, 1.0, 0.964840292930603, 0.5899214744567871, 0.23525817692279816, -1.0, 0.2914597988128662]",3.8235830143094063
1. Dijkstra + Enhanced Sequence Attention,2,4,0,212,18.741164526117693,15.966681406635573,0.0,False,0.6368672088077733,-0.8552842707899975,0.3646456345604052,0.9297728876799637,2.013715982437134,"[-0.6273771524429321, 0.9190293550491333, -0.5187774896621704, -0.5136069059371948, 0.5529388785362244, 1.0, 0.5445878505706787, 0.8255879878997803]",3.995707957074046
1. Dijkstra + Enhanced Sequence Attention,2,4,0,213,18.67089813248926,16.01041408418276,0.0,False,0.5684187631749624,-0.430556503790221,0.3906653220800119,0.5813762093790371,2.0345191955566406,"[-1.0, 0.5375773906707764, -0.4599864184856415, -0.8235136270523071, 0.41671353578567505, 0.2963002622127533, 0.9990526437759399, 0.8372372984886169]",4.172209068201482
1. Dijkstra + Enhanced Sequence Attention,2,4,0,214,18.65834455804966,16.05854493320666,0.0,False,0.501292132529267,0.46950888455333595,0.41728728292880907,0.6281458979955419,2.2203683853149414,"[-1.0, 0.09953472018241882, 0.6227765083312988, -1.0, 0.4583689570426941, 0.6195495128631592, 1.0, 0.9686769247055054]",3.5195830278098583
1. Dijkstra + Enhanced Sequence Attention,2,4,0,215,18.691069903459855,16.09174745797683,0.0,False,0.49198717287733357,0.01955446149852844,0.5020598486527117,0.5024405124924554,2.1015098094940186,"[-0.028843767940998077, -0.8278211355209351, 0.6684480309486389, 0.8630337119102478, -0.8220711350440979, 1.0, -0.8626387715339661, 0.3444221019744873]",3.3535839756950736
1. Dijkstra + Enhanced Sequence Attention,2,4,0,216,18.76538798889543,16.117543320510794,0.0,False,0.5305160159176384,1.3160387126379938,-0.010103804392626375,1.31607749772765,2.1193161010742188,"[0.643741250038147, -0.8706842064857483, 0.6272363066673279, 0.8625151515007019, -0.7581189274787903, 0.8024821281433105, -0.9560887217521667, 0.22095614671707153]",4.052167059853673
1. Dijkstra + Enhanced Sequence Attention,2,4,0,217,18.904528446013373,16.118193565956787,0.0,False,0.5219069955883601,1.333222527497124,0.2877498538558306,1.36392165692164,2.0272397994995117,"[1.0, -0.552287220954895, 0.6456157565116882, 0.7764402031898499, -0.6434330344200134, 0.6888506412506104, -0.8739816546440125, 0.3641915023326874]",4.230833030305803
1. Dijkstra + Enhanced Sequence Attention,2,4,0,218,19.06058745240359,16.166636551944364,0.0,False,0.5052927996401888,1.747643639532282,0.4499284261524489,1.8046312308772838,1.826127529144287,"[0.8962284922599792, -0.06871020793914795, -0.12232589721679688, 0.8506191372871399, 0.4635005593299866, 0.48489904403686523, -1.0, 0.581651508808136]",3.879082971252501
1. Dijkstra + Enhanced Sequence Attention,2,4,0,219,19.210181694233906,16.177013282547424,0.0,False,0.4443603016758828,0.6778694777522531,-0.27817376284190626,0.7327261911531057,1.3388898372650146,"[0.3690715730190277, -0.38089823722839355, 0.0514519140124321, 0.05954176187515259, 0.4338071942329407, -0.2908954918384552, -0.8695330023765564, 0.6901012063026428]",3.807000000961125
1. Dijkstra + Enhanced Sequence Attention,2,4,0,220,19.238168425834548,16.11048855023165,0.0,False,0.4802449178262787,0.07621146781672493,-1.1155592557202691,1.118159488109787,2.3161213397979736,"[-1.0, 0.4942394196987152, 1.0, -0.8553096652030945, 1.0, -0.6606965661048889, 0.6504067182540894, 0.7273529171943665]",3.770750015974045
1. Dijkstra + Enhanced Sequence Attention,2,4,0,221,19.226341906281082,15.972195085700918,0.0,False,0.5134549151305878,-0.6359773945963684,-1.8917106172355644,1.9957545705319943,2.21878719329834,"[-0.9349120855331421, -0.23774868249893188, 0.6313951015472412, -1.0, 0.9408946633338928, -0.16456425189971924, 0.9419267177581787, 0.891168475151062]",3.5136250080540776
1. Dijkstra + Enhanced Sequence Attention,2,4,0,222,19.176894387460738,15.79626379887076,0.0,False,0.6376614677497195,-0.34788512144923506,-1.5961344178942014,1.633606175830702,1.8632490634918213,"[-0.22402966022491455, 0.4122733175754547, 0.04500681161880493, -0.8405131697654724, -1.0, -0.14614355564117432, 1.0, 0.722282886505127]",3.7402909947559237
1. Dijkstra + Enhanced Sequence Attention,2,4,0,223,19.143288824245943,15.652775454685418,0.0,False,0.6784522086400144,-0.29082386667171295,-1.365514255193842,1.396140287565501,1.862565040588379,"[1.0, -0.22302153706550598, -0.30700042843818665, 0.5121542811393738, -1.0, 1.0, 0.18966324627399445, -0.16397100687026978]",3.3814579946920276
1. Dijkstra + Enhanced Sequence Attention,2,4,0,224,19.11738409973521,15.52193235362643,0.0,False,0.6125533948812493,-0.2218898751706383,-1.2369319905263412,1.2566765160098672,1.8966152667999268,"[1.0, -0.555697500705719, 0.3658069670200348, 0.3946005702018738, -0.6467070579528809, 0.7611690759658813, -0.3691193163394928, 0.9300365447998047]",3.551958012394607
1. Dijkstra + Enhanced Sequence Attention,2,4,0,225,19.074779491488073,15.406206873892828,0.0,False,0.4889128375196059,-0.788507268534951,-0.9722971927207642,1.2518408618930477,1.7056646347045898,"[0.4838446080684662, -0.9714147448539734, 0.23559774458408356, 0.8571428656578064, -0.22778525948524475, -0.34359976649284363, -0.8449596166610718, 0.23965752124786377]",3.8524590199813247
1. Dijkstra + Enhanced Sequence Attention,2,4,0,226,19.083153288420846,15.372016524169158,0.0,False,0.5750697756080096,0.40214971618158923,-0.32543490800099906,0.51733187952276,1.343835473060608,"[-0.0017797278705984354, -0.4092823266983032, 0.7333866953849792, 0.5651595592498779, -0.3393397927284241, -0.48079249262809753, -0.6415807008743286, 0.15224452316761017]",4.118208074942231
1. Dijkstra + Enhanced Sequence Attention,2,4,0,227,19.132366850787793,15.339164530829228,0.0,False,0.5832764671299245,0.5743133392047456,-0.40696264263703574,0.7038852208212819,1.4107519388198853,"[0.061924658715724945, 0.5453774929046631, 0.46000322699546814, -0.55921870470047, -0.22927695512771606, -0.6638692617416382, 0.5421046614646912, 0.6143724918365479]",4.271333920769393
1. Dijkstra + Enhanced Sequence Attention,2,4,0,228,19.18472191805817,15.286594641371149,0.0,False,0.49622656410727306,0.3659125263122588,-0.7702033365841429,0.8527046127455662,1.8620519638061523,"[-0.5849800705909729, 0.043232277035713196, 0.4111531972885132, -1.0, 0.7064031362533569, 0.08538652211427689, 0.6691963076591492, 1.0]",4.20737499371171
1. Dijkstra + Enhanced Sequence Attention,2,4,0,229,19.181574186693375,15.192266481212487,0.0,False,0.5467795421036108,-0.2554201304910601,-1.1776911772289085,1.2050709323450146,1.9907084703445435,"[-0.9952548742294312, -0.8793604373931885, 1.0, -0.2894335687160492, 0.5480895638465881, -0.11144644021987915, 0.34434977173805237, 0.827008068561554]",4.542291979305446
1. Dijkstra + Enhanced Sequence Attention,2,4,0,230,19.149168752786935,15.068867545857424,0.0,False,0.6249393028930957,-0.4105264686635531,-1.307208391935223,1.370155378568153,1.8929730653762817,"[-1.0, 0.22063766419887543, 1.0, -0.8259761333465576, 0.2799917161464691, -0.5958412885665894, 0.6470807194709778, 0.017141731455922127]",4.1064160177484155
1. Dijkstra + Enhanced Sequence Attention,2,4,0,231,19.131167680353027,14.931834722247537,0.0,False,0.626847897801103,-0.011066618132743055,-1.3649746710507618,1.3650195319653968,1.8240629434585571,"[-0.5697270631790161, 0.29470160603523254, 1.0, -0.8578795790672302, 0.17857494950294495, -0.08459130674600601, 1.0, 0.3751876652240753]",3.411583020351827
1. Dijkstra + Enhanced Sequence Attention,2,4,0,232,19.098032962670914,14.84270611127152,0.0,False,0.5639063391800027,-0.6965605694346371,-0.4340203929252887,0.8207133046113776,1.512585163116455,"[0.12108444422483444, -0.7846297025680542, 0.8372422456741333, 0.20828968286514282, -0.4771185517311096, 0.6505865454673767, -0.4601210355758667, -0.22501873970031738]",3.6604159977287054
1. Dijkstra + Enhanced Sequence Attention,2,4,0,233,19.039524486625307,14.797261388290163,0.0,False,0.45499917904226317,-0.25108284157627214,-0.5054008585546096,0.5643337852386227,1.686380386352539,"[0.3904958963394165, -0.7958973050117493, 0.25935637950897217, 0.7269675135612488, -0.8294488787651062, 0.723303496837616, -0.5009824633598328, -0.00740775465965271]",4.1218328988179564
1. Dijkstra + Enhanced Sequence Attention,2,4,0,234,19.05371374592307,14.741699613026233,0.0,False,0.47898561788572164,-0.14831371771878699,-0.2891295749277176,0.3249505654118034,1.6818854808807373,"[0.7123309969902039, -0.9104050397872925, 0.29460179805755615, 0.722531259059906, -0.4686811864376068, 0.24821016192436218, -0.676805853843689, 0.3798784613609314]",3.7786250468343496
1. Dijkstra + Enhanced Sequence Attention,2,4,0,235,19.023610886968626,14.727015268680887,0.0,False,0.5897009342147623,-0.38512482686607374,0.012826909506566344,0.3853383732203593,1.5187103748321533,"[0.5324807167053223, -0.6828255653381348, 0.8497772812843323, 0.15112215280532837, 0.08032073825597763, -0.13230565190315247, -0.7557821273803711, 0.4653737246990204]",4.490041988901794
1. Dijkstra + Enhanced Sequence Attention,2,4,0,236,19.036197722047916,14.73238246962382,0.0,False,0.6060533556873511,0.3539645011029923,-0.22302030990200306,0.4183645858218352,1.3156604766845703,"[-0.3214000463485718, -0.4284992218017578, 0.684575080871582, 0.15557509660720825, 0.5006563067436218, 0.5564466714859009, -0.06818477809429169, 0.6215042471885681]",3.5496660275384784
1. Dijkstra + Enhanced Sequence Attention,2,4,0,237,19.08888986289043,14.725428797793858,0.0,False,0.5657925672104328,0.5447126391837379,-0.05413480123030547,0.5473960503974775,2.190441846847534,"[-1.0, 0.1867370903491974, 0.9601826667785645, -0.8851922750473022, 0.7809581756591797, -0.6245654225349426, 0.3020516633987427, 0.983074963092804]",3.8796659791842103
1. Dijkstra + Enhanced Sequence Attention,2,4,0,238,19.08324257660404,14.723996059370501,0.0,False,0.499231806067898,-0.46560517718711536,-0.019646841919453862,0.46601950540814613,2.3722550868988037,"[-0.8504279851913452, -0.5255413055419922, 1.0, -1.0, 0.6252808570861816, -0.6591272354125977, 0.8959619402885437, 1.0]",3.5547090228646994
1. Dijkstra + Enhanced Sequence Attention,2,4,0,239,18.967763775868594,14.641697682276149,0.0,False,0.5605971184729324,-1.5225036716166935,-1.305803120207163,2.005776462826572,2.2895023822784424,"[-1.0, -0.5003035664558411, 0.7884175181388855, -1.0, 0.6275436878204346, -0.16194367408752441, 1.0, 0.9746171832084656]",3.4567080438137054
1. Dijkstra + Enhanced Sequence Attention,2,4,0,240,18.8431954983439,14.530554663428926,0.0,False,0.6722623679258276,-1.231091317369013,-0.969859887433102,1.567231327198739,1.5225142240524292,"[0.5341191291809082, -0.34084630012512207, -0.32924559712409973, -0.6079911589622498, -0.642387330532074, 1.0, 0.14305497705936432, 0.07354140281677246]",3.125958959572017
1. Dijkstra + Enhanced Sequence Attention,2,4,0,241,18.720332495500518,14.444244005469253,0.0,False,0.6790839773177628,-1.226900333984834,-0.7497766802577163,1.4378628237041178,1.5420829057693481,"[0.7783699631690979, 0.02058127522468567, 0.7367866039276123, 0.006823122501373291, -1.0, 0.262527734041214, -0.3354225754737854, 0.21772876381874084]",4.0339999832212925
1. Dijkstra + Enhanced Sequence Attention,2,4,0,242,18.65326811936109,14.377235505557435,0.0,False,0.5957878112567275,0.10089920602623056,-0.6643257153753356,0.6719444217237577,1.420303225517273,"[0.39705708622932434, -0.2529669404029846, 0.44463586807250977, 0.46367186307907104, -0.7301729917526245, 0.09594729542732239, -0.6616666316986084, 0.6346343159675598]",3.848999971523881
1. Dijkstra + Enhanced Sequence Attention,2,4,0,243,18.72669569080881,14.307911097719062,0.0,False,0.5265166619156375,1.2484232324136944,-0.7596819583695235,1.4613956497480112,1.3862348794937134,"[0.2288404107093811, -0.044996440410614014, -0.3348954916000366, 1.0, 0.2806285321712494, 0.6638311743736267, -0.48063546419143677, -0.06830084323883057]",3.914874978363514
1. Dijkstra + Enhanced Sequence Attention,2,4,0,244,18.835770124972232,14.235286004965495,0.0,False,0.4627792032423703,0.4500641649256083,-0.577271249330448,0.7319835024464154,2.211665153503418,"[0.6706779599189758, 0.46630802750587463, -0.427185595035553, 0.7479707598686218, 1.0, -1.0, -1.0, 0.6944517493247986]",3.8768750382587314
1. Dijkstra + Enhanced Sequence Attention,2,4,0,245,18.84058567026235,14.161793020160935,0.0,False,0.5272510203758286,0.058502809379893606,-0.9006570938781816,0.9025551392898008,1.957960844039917,"[-0.5771753191947937, 0.17133978009223938, 0.741725504398346, -1.0, 0.628261923789978, -0.7453389763832092, 0.4855844974517822, 0.8572804927825928]",4.241166985593736
1. Dijkstra + Enhanced Sequence Attention,2,4,0,246,18.834009767331494,14.060468175973739,0.0,False,0.5309587105505835,-0.32241504968449924,-1.0706283089050685,1.1181218359785239,1.7334411144256592,"[-0.7863112688064575, -0.3145829737186432, 0.6629732251167297, -1.0, 0.3878259062767029, -0.12415217608213425, 0.6290873289108276, 0.5352225303649902]",3.352375002577901
1. Dijkstra + Enhanced Sequence Attention,2,4,0,247,18.763869663448627,13.923917632343306,0.0,False,0.6449512696494484,-0.6288740970901592,-1.3576989110795916,1.4962716876081268,2.3386600017547607,"[-1.0, 0.41315552592277527, 0.9772417545318604, -1.0, -0.5172824263572693, -0.2757730782032013, 1.0, 1.0]",3.285667044110596
1. Dijkstra + Enhanced Sequence Attention,2,4,0,248,18.72429477166101,13.79676166638022,0.0,False,0.6993244573306222,-0.3273536212643054,-1.0920150365182277,1.1400251020643188,1.7500299215316772,"[0.12175203114748001, 0.8939599990844727, 0.2992192208766937, -0.4715200960636139, -1.0, 0.283211886882782, 0.7290499210357666, 0.5701144337654114]",3.5729999653995037
1. Dijkstra + Enhanced Sequence Attention,2,4,0,249,18.693383389899,13.693433355988377,0.0,False,0.6525380826178795,-0.2865131016249383,-1.0202444011771545,1.059711468059147,1.5048975944519043,"[0.7201796174049377, -0.20832353830337524, 0.4954294264316559, 0.289406955242157, -1.0, 0.12189772725105286, -0.42761868238449097, 0.4192084074020386]",3.467082977294922
1. Dijkstra + Enhanced Sequence Attention,2,4,0,250,18.65699693296447,13.61082216705116,0.0,False,0.5506996971670087,-0.44252708583086836,-0.5735513197672306,0.7244248326090794,1.5430455207824707,"[0.23520717024803162, -0.8262021541595459, 0.3604847192764282, 0.5682907700538635, -0.6043017506599426, 0.5777232646942139, -0.6341522932052612, 0.29842817783355713]",3.3660830231383443
1. Dijkstra + Enhanced Sequence Attention,2,4,0,251,18.691274958961614,13.525653027253536,0.0,False,0.49168426911906177,0.6515699368465047,-0.6766837541627474,0.9393850572315634,1.7209223508834839,"[-0.41084542870521545, -0.8654007911682129, 0.7383416295051575, 0.6363781094551086, -0.19049254059791565, 0.070118747651577, -0.8141663670539856, 0.624231219291687]",3.40195803437382
1. Dijkstra + Enhanced Sequence Attention,2,4,0,252,18.777465828669605,13.46997130164086,0.0,False,0.5443724618149905,1.026484055472558,-0.6414285585701788,1.2104131988246025,1.8267607688903809,"[0.4292476177215576, 1.0, -0.02334900200366974, 0.8718790411949158, -0.3338518440723419, -0.5157464146614075, -0.5702614188194275, 0.8303215503692627]",4.4369170209392905
1. Dijkstra + Enhanced Sequence Attention,2,4,0,253,18.847517354462735,13.409557319961596,0.0,False,0.5503162503990598,0.3660322597794345,-0.5059234050379589,0.6244502437860378,1.9140170812606812,"[-0.3551655411720276, 0.28714898228645325, 0.8087306022644043, -0.40218788385391235, 0.8706737160682678, -1.0, -0.510226309299469, 0.7878198027610779]",3.2684580655768514
1. Dijkstra + Enhanced Sequence Attention,2,4,0,254,18.86167608067762,13.353365922492689,0.0,False,0.5234781508399251,-0.18404118422352742,-0.6471720613965904,0.6728319511904222,1.596144437789917,"[-0.529674768447876, -0.490293949842453, 0.6936390995979309, -0.9507649540901184, 0.35431087017059326, 0.025674991309642792, 0.13322103023529053, 0.7054791450500488]",4.377624951303005
1. Dijkstra + Enhanced Sequence Attention,2,4,0,255,18.816209794061148,13.286789279361397,0.0,False,0.49603106396827995,-0.8420451061769252,-0.5517597646162895,1.0067168413640115,1.7852073907852173,"[-0.5584466457366943, -0.49376264214515686, 0.9344840049743652, -1.0, 0.009115701541304588, -0.24020296335220337, 0.6024551391601562, 0.5807820558547974]",3.7176249315962195
1. Dijkstra + Enhanced Sequence Attention,2,4,0,256,18.712055423682454,13.216753195274297,0.0,False,0.5479375263704442,-1.1694471853316073,-0.824284205390699,1.4307519598227343,2.229766368865967,"[-1.0, 0.3456285297870636, 1.0, -0.8283023834228516, 0.011416977271437645, -1.0, 0.8254019021987915, 0.6963438987731934]",3.8541669491678476
1. Dijkstra + Enhanced Sequence Attention,2,4,0,257,18.59089697806039,13.138681682272829,0.0,False,0.5767180821026886,-1.1457391953922904,-0.6213097385994565,1.3033587745270672,1.8437882661819458,"[-0.7504828572273254, 0.043521374464035034, 0.7969796061515808, -0.9402737617492676, 0.2531358599662781, -0.28044477105140686, 1.0, 0.41523221135139465]",3.592125023715198
1. Dijkstra + Enhanced Sequence Attention,2,4,0,258,18.480182398948656,13.087274217030302,0.0,False,0.5214887528972694,-1.133211677266227,-0.40268780296749085,1.2026330164066346,1.6147385835647583,"[0.49451935291290283, -0.7089806795120239, 0.4423619508743286, 0.721191942691803, -0.3797202706336975, 1.0, -0.013039782643318176, -0.004323452711105347]",3.194208024069667
1. Dijkstra + Enhanced Sequence Attention,2,4,0,259,18.410322617257396,13.051783499337127,0.0,False,0.4530634835464245,0.28606056871048796,-0.5834920602261499,0.6498412370094134,1.7218153476715088,"[0.5423673987388611, -0.8596585988998413, 0.39657220244407654, 0.6857888698577881, -0.8398268222808838, 0.6362928748130798, -0.43099451065063477, 0.08923694491386414]",3.235084004700184
1. Dijkstra + Enhanced Sequence Attention,2,4,0,260,18.43320514764244,13.012600289097795,0.0,False,0.5587406014517832,0.6179160613346534,0.03225351742573686,0.618757261162779,1.760439157485962,"[0.7321323156356812, -0.22516635060310364, 0.06885205209255219, 0.9725592732429504, -0.5898674726486206, -0.5436425805091858, -0.8475867509841919, 0.4471263587474823]",3.670874983072281
1. Dijkstra + Enhanced Sequence Attention,2,4,0,261,18.520539427055237,13.015176522375908,0.0,False,0.6310378779406377,0.9138206407080927,0.02322598255766537,0.9141157528726425,2.043369770050049,"[0.7417840361595154, 0.6996128559112549, -1.0, 0.9614173769950867, 0.09144596010446548, 0.7824385762214661, -0.6016514897346497, 0.4783075153827667]",3.585624974220991
1. Dijkstra + Enhanced Sequence Attention,2,4,0,262,18.611880763574245,12.988377960614212,0.0,False,0.6307484904680698,0.5958248707173384,-0.5448705171270104,0.807397768760596,1.7683601379394531,"[0.5508809685707092, 0.3993910849094391, -1.0, 1.0, 0.2026798129081726, -0.07779126614332199, -0.6976363062858582, 0.3609534204006195]",3.275000024586916
1. Dijkstra + Enhanced Sequence Attention,2,4,0,263,18.657520805197667,12.945719454744902,0.0,False,0.5931805775828516,0.24151961847971032,-0.17596244526555627,0.29882186709546327,1.8850593566894531,"[-0.05747360736131668, 0.6981136798858643, 0.9829690456390381, -0.5480003356933594, 0.11104489117860794, -1.0, -0.24949394166469574, 0.8495129346847534]",3.843999933451414
1. Dijkstra + Enhanced Sequence Attention,2,4,0,264,18.6308269049347,12.93276745466414,0.0,False,0.5855071322069696,-0.7398329793635904,-0.3964860150328718,0.8393771485277958,1.7882208824157715,"[-0.5366048812866211, -0.04404255747795105, 0.9818807244300842, -0.8705897927284241, -0.47326362133026123, -0.03387022763490677, 0.47800880670547485, 0.8556954860687256]",3.310625092126429
1. Dijkstra + Enhanced Sequence Attention,2,4,0,265,18.54396811938564,12.889909254233935,0.0,False,0.6005969865063286,-0.6385268562373345,-0.20913012682385426,0.6719017458540312,2.467810869216919,"[-1.0, 0.9072489738464355, 1.0, -0.8005282282829285, -0.843546986579895, -0.7269311547279358, 0.8386201858520508, 0.8263536691665649]",3.886790946125984
1. Dijkstra + Enhanced Sequence Attention,2,4,0,266,18.45867970312997,12.86634435705471,0.0,False,0.6202577889049472,-0.9586630635750304,-0.3044496569601089,1.0058451486616569,1.9977529048919678,"[-1.0, 1.0, 0.6743894815444946, -0.5126640796661377, -0.4866756200790405, -0.4740094840526581, 0.8634864687919617, 0.2573796510696411]",3.2984999706968665
1. Dijkstra + Enhanced Sequence Attention,2,4,0,267,18.401292178677085,12.84405027159432,0.0,False,0.6082881596275524,-0.3712353275502993,-0.08347812252861112,0.3805052763921676,1.3457205295562744,"[0.1141970232129097, -0.147055521607399, -0.6420886516571045, 0.3149731159210205, -0.5742170214653015, 0.6694105863571167, 0.6689669489860535, -0.19864249229431152]",4.16441704146564
1. Dijkstra + Enhanced Sequence Attention,2,4,0,268,18.370299803588612,12.843959103619282,0.0,False,0.5583422410467587,-0.32492406606370555,0.049191238224241714,0.328626576261576,1.9004037380218506,"[0.29194194078445435, -0.7193738222122192, -0.3651157021522522, 0.9350393414497375, -0.7076871991157532, 1.0, -0.4205141067504883, -0.5688095688819885]",3.776166937313974
1. Dijkstra + Enhanced Sequence Attention,2,4,0,269,18.330224950374767,12.83875865714374,0.0,False,0.5645584584444773,-0.4257418656372794,-0.11646770290004702,0.4413851628398092,1.3550103902816772,"[-0.012204714119434357, -0.6958224177360535, 0.0428239107131958, 0.5330034494400024, -0.8183029294013977, 0.49087831377983093, -0.3202543258666992, -0.22948825359344482]",3.5876670153811574
1. Dijkstra + Enhanced Sequence Attention,2,4,0,270,18.289164148084016,12.834639116133442,0.0,False,0.6417049445182775,-0.4227582501596992,-0.007464030587315141,0.4228241358185448,1.4597539901733398,"[-0.7599919438362122, -0.8528472185134888, -0.09708583354949951, 0.44590234756469727, -0.05538260191679001, 0.5648695826530457, -0.5258334279060364, -0.13800454139709473]",4.090207978151739
1. Dijkstra + Enhanced Sequence Attention,2,4,0,271,18.239874450554332,12.843144080939208,0.0,False,0.6507732072034839,-0.7373379847373774,0.3545120290567996,0.8181357359769503,1.9743164777755737,"[-0.06944270431995392, -1.0, -0.7112557291984558, 0.5576427578926086, 0.5169239640235901, 0.987911581993103, -0.795534074306488, -0.4474359154701233]",4.00587497279048
1. Dijkstra + Enhanced Sequence Attention,2,4,0,272,18.16974918327974,12.86463554605606,0.0,False,0.6365861292208368,-0.6961282939774464,0.11566561732207807,0.7056721169965888,1.1243897676467896,"[-0.5316283106803894, 0.09822151064872742, -0.4814569354057312, 0.35236114263534546, 0.4460371732711792, 0.14508056640625, -0.2886027693748474, 0.5592208504676819]",3.419750020839274
1. Dijkstra + Enhanced Sequence Attention,2,4,0,273,18.117244083313068,12.87365748453298,0.0,False,0.6086876101980402,-0.5129684136811378,0.20665764028490513,0.5530316209066785,1.0646201372146606,"[-0.2512388527393341, -0.39000576734542847, 0.1397712230682373, 0.42202305793762207, 0.8355615139007568, -0.025220908224582672, -0.13432832062244415, 0.06089138984680176]",3.5695829428732395
1. Dijkstra + Enhanced Sequence Attention,2,4,0,274,18.068548303730562,12.896918066470135,0.0,False,0.5946641601854077,-0.40694938036308,0.19017517276391985,0.4491930481582295,0.7074585556983948,"[0.1363438069820404, -0.3827069401741028, -0.554955780506134, 0.0667494535446167, -0.005010576918721199, 0.05862072855234146, -0.026504427194595337, 0.13728824257850647]",3.455457976087928
1. Dijkstra + Enhanced Sequence Attention,2,4,0,275,18.075448016696583,12.881944457744371,0.0,False,0.557707733926994,0.38231774729561263,-0.3316291359035895,0.5061074428195592,1.123465895652771,"[0.34686246514320374, 0.018535345792770386, -0.5241674780845642, -0.35247331857681274, -0.484366774559021, -0.31464505195617676, 0.3862854540348053, 0.5096080303192139]",3.1600830843672156
1. Dijkstra + Enhanced Sequence Attention,2,4,0,276,18.12631567083659,12.866181200500833,0.0,False,0.4830951515503264,0.8315636172373558,0.23832098662765488,0.8650404280610557,1.2139472961425781,"[0.14442399144172668, 0.08160826563835144, -0.10736939311027527, -0.4183981716632843, -0.3681641221046448, -0.019444234669208527, 0.6658609509468079, 0.8247854113578796]",3.2965829595923424
1. Dijkstra + Enhanced Sequence Attention,2,4,0,277,18.206165082297137,12.867870341431361,0.0,False,0.4604708521051795,0.7072914885015206,-0.2684125079400504,0.756509434260647,0.8743422031402588,"[0.02898358553647995, -0.4600600302219391, -0.05493175983428955, -0.4111751914024353, -0.2614985704421997, 0.5226079225540161, -0.08990640938282013, -0.17410564422607422]",3.861707984469831
1. Dijkstra + Enhanced Sequence Attention,2,4,0,278,18.280499668155826,12.84610931908988,0.0,False,0.41518236871895653,0.7851525547992747,-0.2035219310437009,0.8111015415615883,0.5639276504516602,"[0.12619683146476746, 0.0805773138999939, 0.038676247000694275, 0.17705994844436646, -0.36223360896110535, -0.18135222792625427, -0.2592921853065491, 0.17724484205245972]",3.4810409415513277
1. Dijkstra + Enhanced Sequence Attention,2,4,0,279,18.402442213822304,12.847731444367016,0.0,False,0.4087880360970285,1.7495628683667743,0.2159084677451635,1.7628348467204293,1.437469720840454,"[0.5194118022918701, 0.4983053505420685, 0.13438847661018372, 0.17618095874786377, -0.8639218211174011, -0.42442673444747925, -0.3959500193595886, 0.6448619365692139]",4.142791964113712
1. Dijkstra + Enhanced Sequence Attention,2,4,0,280,18.569756293216656,12.880568563517622,0.0,False,0.4698281761644537,1.3402709633364591,0.3898759080606785,1.3958257336963589,1.4611132144927979,"[0.6208471655845642, 0.9815449714660645, 0.4929194450378418, 0.23542684316635132, -0.2716386318206787, -0.2754899263381958, -0.5729480981826782, -0.0980958342552185]",3.6014579236507416
1. Dijkstra + Enhanced Sequence Attention,2,4,0,281,18.662063443658607,12.922849279746828,0.0,False,0.5206895174028807,0.36385515174636585,0.48695283948436385,0.6078763355603305,1.6030977964401245,"[0.35758286714553833, -0.47062185406684875, 0.6961246132850647, -0.04263541102409363, -0.8048073649406433, -0.9316889643669128, -0.27906501293182373, 0.3748711347579956]",3.4000419545918703
1. Dijkstra + Enhanced Sequence Attention,2,4,0,282,18.683234563979386,12.964504533772299,0.0,False,0.5729776470181753,0.06247014178789208,0.23397451971246264,0.24217058964638316,1.5522735118865967,"[-0.7847133278846741, -0.19338446855545044, 1.0, -0.48191389441490173, -0.6126153469085693, 0.29743993282318115, 0.24456742405891418, 0.023624837398529053]",4.151583067141473
